NAME,RA,DEC,S1400
062946-042719,97.4433333,-4.4554167,111.4
062948-114005,97.4520417,-11.6681389,183.3
062951+021359,97.4649583,2.2330556,107.7
062955-111146,97.4795417,-11.1962778,122.2
063002-010718,97.510875,-1.1219167,157.5
063003-000915,97.5153333,-0.1542222,120.3
063020-112712,97.585875,-11.4533611,379.9
063026-041749,97.6101667,-4.2969722,149.1
063039+050002,97.66575,5.0006944,188.8
063040+014532,97.6704583,1.7591389,114.8
063041-122724,97.6735417,-12.4567778,312.3
063047-035753,97.6980417,-3.9649444,125.2
063047+014611,97.699125,1.7697778,104.4
063048+001049,97.7017917,0.1803611,187.2
063049+045152,97.706375,4.8645,107.1
063052+062450,97.718875,6.4140278,205.1
063053-132334,97.72425,-13.3928611,410.1
063055-155858,97.7305833,-15.9828611,117.8
063055-073847,97.7320833,-7.6463889,123.3
063057+062149,97.7414583,6.3637778,129.7
063058+072641,97.741875,7.4449167,153.7
063110-112908,97.7951667,-11.4856111,135.5
063116-034854,97.8174583,-3.8150833,283.9
063120-141032,97.83425,-14.1756667,466.8
063125-044147,97.8570833,-4.6965833,161.3
063130-181138,97.8775,-18.1941389,229.1
063132-193147,97.8866667,-19.5297222,126.8
063143-151223,97.9292083,-15.2065556,116.9
063147-034107,97.945875,-3.6853889,112.0
063147-143030,97.946375,-14.5084444,149.5
063151+003614,97.9645,0.6039167,337.9
063152-103353,97.96975,-10.5648333,478.6
063154-075338,97.9757917,-7.894,238.0
063157-055141,97.9900833,-5.8615,335.4
063201-125032,98.0068333,-12.8423611,168.8
063213-031549,98.056,-3.2638611,108.0
063216-182753,98.0670417,-18.4649722,134.4
063232-080201,98.1355417,-8.0338056,169.9
063233-111039,98.1394167,-11.1776944,140.1
063233-063421,98.1409583,-6.57275,179.2
063235-003414,98.14825,-0.5707222,150.4
063247-041034,98.1993333,-4.1762222,320.2
063250-192123,98.2110417,-19.3564167,178.2
063257-094739,98.2389583,-9.7941667,105.8
063309-180252,98.291375,-18.0478056,888.9
063313+081318,98.3042083,8.2219167,1102.5
063324+070458,98.3502917,7.0829167,120.9
063330-170606,98.37725,-17.1018056,100.8
063330+063533,98.379125,6.5926389,152.7
063331-144440,98.38325,-14.7444722,266.7
063346+094321,98.4422083,9.7226111,353.6
063346+053654,98.4430833,5.615,176.4
063350-052730,98.459875,-5.4584722,126.6
063355-131015,98.4807083,-13.1709722,103.1
063356-100329,98.4849167,-10.0581111,113.9
063357-032130,98.4905417,-3.3583333,178.3
063359+005132,98.497125,0.8590833,685.9
063359-135807,98.498875,-13.9688611,163.1
063418+073217,98.5759583,7.5380556,163.9
063427-141508,98.614125,-14.2522222,265.9
063432+092952,98.6358333,9.4978889,187.3
063439-134022,98.6641667,-13.673,465.6
063442-185141,98.6762083,-18.8615,151.3
063445-185102,98.6895,-18.8506667,140.3
063453+015613,98.721,1.9370278,329.0
063503-051201,98.7629167,-5.2003611,102.0
063509-181402,98.7894167,-18.234,270.7
063510+021009,98.7923333,2.1693056,152.5
063511+073205,98.7963333,7.5347778,107.1
063530-021956,98.8755,-2.3322778,210.0
063535-074653,98.896125,-7.7816111,205.2
063538-163640,98.9121667,-16.6113333,163.4
063550-141500,98.9584167,-14.2501111,369.3
063550-041506,98.961,-4.2517778,328.0
063550+065732,98.9619583,6.9589167,156.5
063553-094547,98.9727083,-9.76325,100.7
063604-100723,99.0206667,-10.1230556,126.4
063605+043240,99.0237083,4.5445833,992.6
063623-065548,99.0962083,-6.9301389,224.9
063624-031355,99.1012917,-3.232,134.0
063628+013613,99.117375,1.6036667,181.1
063628-193846,99.1194583,-19.64625,114.9
063637-024039,99.1567083,-2.6776389,134.7
063640-111313,99.1699583,-11.2204444,122.6
063641-063027,99.1719167,-6.5075833,140.7
063641+020815,99.1739167,2.1375833,479.7
063648-054706,99.2014167,-5.7850556,311.1
063656+011822,99.2357917,1.3061111,622.8
063659-072049,99.247875,-7.3470278,140.9
063700-054842,99.2502083,-5.8118889,110.9
063700-014228,99.2521667,-1.7079722,180.1
063707-140323,99.2821667,-14.0565278,268.4
063707-105251,99.2821667,-10.881,100.8
063708-143050,99.2842083,-14.5139167,233.3
063737-125357,99.4045417,-12.8991667,113.7
063747+025646,99.4474583,2.9462778,100.6
063752-024758,99.4679583,-2.7995278,222.1
063754-003434,99.4768333,-0.57625,133.4
063756-165613,99.485625,-16.9370833,110.0
063801-153624,99.50575,-15.6068611,120.2
063802-002528,99.508875,-0.4245556,294.1
063805-051419,99.5209167,-5.2388056,176.3
063821-072205,99.5900833,-7.3682222,118.9
063832-080158,99.635,-8.0327778,133.8
063836+082240,99.6537083,8.3779444,114.5
063837-164917,99.6572083,-16.8216389,1382.9
063852-122004,99.7175,-12.3345278,194.2
063853-160035,99.7232083,-16.0098889,105.1
063857-064816,99.7382917,-6.8045,101.6
063902+090017,99.7617917,9.0047778,207.3
063902+010506,99.7619583,1.0851667,219.8
063903+024140,99.7637917,2.6946389,121.0
063908-031413,99.7866667,-3.2370833,139.8
063910+021131,99.7957917,2.1921667,144.9
063912+000743,99.8016667,0.1286944,141.7
063914-023104,99.8084167,-2.5179444,300.9
063921-144524,99.8398333,-14.7568056,200.6
063938-021231,99.9102083,-2.2086111,336.2
063945-044823,99.9375,-4.8065278,115.7
063949+073052,99.9567083,7.5146111,202.1
063953-091422,99.9719167,-9.2395,216.6
064001-000235,100.0081667,-0.0433056,341.4
064007-125315,100.0299583,-12.8875833,224.7
064007-190934,100.0321667,-19.1594444,300.0
064008-130527,100.0345,-13.0908889,175.5
064012-080215,100.0535833,-8.0376944,579.0
064013+025059,100.05625,2.8499444,170.5
064015-022651,100.0650833,-2.4475833,177.6
064024+090818,100.104125,9.1384444,121.8
064026+083554,100.1086667,8.5985278,177.4
064026-085931,100.1123333,-8.9920556,364.7
064034-072853,100.1420833,-7.4816389,165.6
064038-064153,100.1591667,-6.6982222,188.0
064039+032401,100.1647917,3.4005278,275.5
064042-050705,100.175,-5.1182778,156.6
064044+072519,100.1835,7.4220833,134.1
064047+035618,100.1982083,3.9385556,125.0
064058-193118,100.24525,-19.5216944,138.4
064100+004521,100.2520833,0.7559722,565.2
064113+060936,100.3050417,6.16,110.6
064116+044748,100.3179167,4.7968333,177.3
064120-071419,100.335625,-7.2386944,135.3
064125-101747,100.3554583,-10.2964722,146.3
064128-001857,100.368375,-0.3160556,102.6
064129-064432,100.373625,-6.7423333,325.9
064134-145939,100.3930417,-14.9944167,333.9
064139+054636,100.4151667,5.7768056,119.3
064142-132947,100.4275,-13.4964167,131.8
064145+094704,100.4379167,9.7845278,422.9
064148+042035,100.454,4.34325,148.4
064151-032049,100.4629583,-3.3469444,818.9
064152+041946,100.4682083,4.3295833,153.7
064220-093641,100.58525,-9.6115556,466.8
064222-120138,100.593625,-12.0273056,235.6
064225+015418,100.6051667,1.9051667,106.5
064230-173450,100.6274167,-17.5806111,155.1
064231+005418,100.633125,0.90525,118.3
064237-043606,100.6560833,-4.6018056,133.3
064240+005925,100.6690417,0.9904167,183.4
064240-042003,100.6697917,-4.3343056,112.3
064247-064730,100.696,-6.7918056,197.5
064250-170211,100.71125,-17.0363889,132.6
064250-101458,100.711625,-10.2494722,218.7
064302+020012,100.76025,2.0033889,422.0
064309-070518,100.7896667,-7.0883889,427.3
064315+053531,100.8154167,5.5919722,113.0
064316-162651,100.8166667,-16.4475833,150.7
064321-143821,100.8394583,-14.6394167,144.1
064322+072452,100.8419167,7.4146111,438.5
064323+052154,100.849875,5.3651944,239.2
064326+085738,100.860125,8.9607778,542.1
064328-151724,100.87075,-15.29025,169.3
064332-133549,100.8850833,-13.5970556,365.3
064346-061012,100.9449167,-6.1701389,132.2
064348-010819,100.9518333,-1.1388333,629.6
064348-020624,100.953375,-2.1068333,145.6
064413-051636,101.058,-5.2769167,283.5
064415+050641,101.0640417,5.1115556,313.9
064417-000919,101.0731667,-0.1553889,161.4
064418-004622,101.077125,-0.7728333,184.3
064423-160721,101.099125,-16.1225278,110.9
064433-170516,101.14025,-17.0877778,109.0
064434+043143,101.1440417,4.5288611,129.8
064444+081719,101.1865833,8.2886389,236.7
064445-102204,101.1905417,-10.3677778,393.9
064446-080148,101.191875,-8.0300833,126.6
064455-004417,101.23325,-0.7381944,244.9
064457+053103,101.238625,5.5175556,265.0
064510-044222,101.2940417,-4.7061389,138.9
064512-044123,101.3006667,-4.6899167,309.2
064516+053132,101.3201667,5.5255556,1333.5
064520-074705,101.3339167,-7.7847778,109.2
064535+003732,101.396375,0.6256667,440.0
064544-155015,101.4344583,-15.8377222,1500.9
064545-032710,101.4397083,-3.4528889,344.0
064547+054123,101.4472917,5.6898333,227.5
064556-171852,101.4854167,-17.3145833,165.1
064606-021532,101.526875,-2.2589444,119.2
064618+035304,101.5757917,3.8845556,582.8
064634-061834,101.6445,-6.3096111,204.1
064636-145824,101.651875,-14.9733889,175.8
064637-093706,101.65575,-9.6185,216.6
064638-103527,101.66075,-10.5910278,249.3
064642-093308,101.676,-9.5522222,116.6
064647+075055,101.6979583,7.8486667,105.5
064652-152044,101.7185,-15.3455556,304.0
064658-060708,101.742625,-6.1189167,203.2
064708-102724,101.7855417,-10.4567222,254.3
064709-023830,101.78875,-2.6417778,177.0
064710-134546,101.7939583,-13.7628333,218.6
064719-085434,101.83325,-8.9095833,133.4
064722-015343,101.8449583,-1.8955,188.3
064727-030718,101.8625417,-3.1217778,209.9
064729-160527,101.8748333,-16.0908611,426.2
064731-115038,101.8805833,-11.8438889,113.9
064736-041748,101.9,-4.2968333,146.5
064737+080643,101.90825,8.1120556,271.6
064737-082901,101.9082917,-8.4838333,201.9
064740+011915,101.9181667,1.3208333,182.5
064742+090441,101.9275417,9.0781667,277.0
064745-053456,101.937625,-5.58225,207.3
064745+084553,101.9405,8.7648056,111.3
064808-023843,102.0365833,-2.6454167,209.8
064818-054443,102.077125,-5.7454722,461.5
064819-160921,102.08,-16.1560833,155.7
064828-174405,102.1188333,-17.7347222,1045.7
064829-022209,102.121,-2.3692778,1269.7
064829-100807,102.1247917,-10.1355278,126.8
064834-090055,102.1451667,-9.0152778,513.4
064835+015937,102.1499167,1.9936111,125.2
064843+043141,102.1796667,4.5282222,106.9
064848-004450,102.2010417,-0.7474444,154.7
064854-171921,102.2276667,-17.3226389,129.7
064855-145335,102.2332083,-14.8933056,648.6
064856+023617,102.2363333,2.60475,328.4
064859-082133,102.2480833,-8.3593056,368.6
064904+033351,102.2690417,3.5642222,121.1
064904+075627,102.27025,7.9410278,125.1
064908-082723,102.287,-8.4565556,108.0
064914-165254,102.3117917,-16.8818056,171.6
064916+000856,102.3178333,0.1489722,147.6
064921-054352,102.3412917,-5.7313333,328.7
064922-091954,102.343125,-9.3318056,169.6
064927-091754,102.36575,-9.2983611,278.3
064934-124529,102.3931667,-12.7581389,151.5
064935+053823,102.3995417,5.6397778,104.3
064938-055651,102.4122917,-5.9475278,178.6
064939-035402,102.4125833,-3.9008056,247.8
064943-081608,102.4332083,-8.2690833,100.7
064945-053922,102.4399583,-5.6561389,464.7
064946-183911,102.4444583,-18.6530833,862.5
064951+032555,102.4630417,3.4321667,102.9
064955-172216,102.480625,-17.3713611,179.4
064957+095640,102.487625,9.9446667,123.5
065001-163200,102.505125,-16.5334722,374.3
065002-124934,102.50975,-12.8261111,254.8
065010-035633,102.5434167,-3.9425,107.9
065012-130626,102.5517917,-13.1073056,183.4
065018-005607,102.57525,-0.9353611,188.0
065024-163739,102.602375,-16.62775,1777.7
065025-015222,102.6069583,-1.8728056,420.7
065029-011354,102.62125,-1.2316944,203.2
065029-093116,102.621625,-9.5212778,100.2
065032-114411,102.63375,-11.7364722,131.8
065034-091259,102.6445,-9.2165556,106.6
065035+005552,102.6465833,0.9311944,113.8
065037-010656,102.6549167,-1.1155833,267.1
065045-083959,102.6883333,-8.6666111,174.9
065045+074709,102.6911667,7.7858333,463.7
065051+072100,102.71275,7.3502222,119.6
065053-074256,102.7210417,-7.7156111,380.4
065054-082255,102.729,-8.3820833,149.9
065055+023932,102.730875,2.6591111,131.1
065059+023956,102.7488333,2.6657222,138.4
065100-082340,102.7503333,-8.3945833,710.7
065103-184739,102.7660833,-18.7942778,182.3
065103-110926,102.766625,-11.15725,112.6
065110-060727,102.792375,-6.1243333,192.0
065114+082620,102.8110417,8.4391389,133.0
065115+004130,102.8137917,0.6916667,103.3
065116+015651,102.8174583,1.9476389,201.1
065121-175228,102.8375417,-17.8745833,112.5
065121+012427,102.8412083,1.4075,276.7
065123+082822,102.8489167,8.4729444,171.4
065130-064056,102.8758333,-6.6823611,236.2
065136-082329,102.9008333,-8.3915,160.9
065140-030749,102.9199167,-3.1305278,298.6
065200-195315,103.0001667,-19.8875,103.5
065201-111706,103.0055833,-11.28525,140.8
065214+003754,103.0585417,0.6316944,265.1
065217-003217,103.0737083,-0.5380833,118.7
065237-173855,103.1552083,-17.6486944,132.0
065239+011133,103.1642917,1.1926944,164.3
065247+092826,103.1975417,9.4740556,151.2
065247-101408,103.1978333,-10.2355833,513.2
065300-062532,103.2525417,-6.42575,397.5
065309+061810,103.2877083,6.3028889,732.2
065314-122841,103.3099583,-12.4781389,444.4
065317-002304,103.3215833,-0.3844722,424.8
065317-071945,103.32175,-7.3291944,678.2
065317-123006,103.3235,-12.5018611,401.7
065318-095245,103.3285417,-9.8793333,155.5
065318+052055,103.3290417,5.3488611,121.3
065326+072937,103.3584167,7.4936389,205.0
065327+050851,103.3644583,5.1476944,179.8
065341-060038,103.4235833,-6.0106111,107.5
065345-120447,103.44075,-12.0799444,115.9
065349+040347,103.45775,4.0631111,366.3
065350+000508,103.4617917,0.0858056,592.7
065357-103028,103.4877917,-10.5079167,117.4
065357-192938,103.4909167,-19.4940833,116.4
065359-142922,103.4978333,-14.4896111,367.2
065402-024803,103.5107917,-2.8010556,317.3
065410-105336,103.5442917,-10.8935278,100.5
065412+063539,103.5528333,6.5941667,120.3
065418-162357,103.576125,-16.3991667,145.8
065422+091304,103.5928333,9.2179722,126.1
065430-164617,103.6284583,-16.7715833,216.9
065431+091031,103.6295417,9.1753611,140.4
065432-024804,103.6343333,-2.8013333,305.4
065445+020718,103.6909583,2.1218056,268.3
065448+010527,103.7007083,1.0910556,107.7
065450-130929,103.7100833,-13.1582222,1189.3
065459+085855,103.746,8.9819444,106.4
065502+042550,103.7597917,4.4305556,235.4
065504+025159,103.7669167,2.8666111,350.9
065505-165957,103.771625,-16.9994167,445.9
065519+041218,103.8305,4.2050556,291.9
065527-151615,103.8632917,-15.2708889,174.3
065539-093116,103.9137083,-9.5213333,115.9
065539-180314,103.916,-18.0541111,167.6
065543-083444,103.9300417,-8.5791389,108.8
065559+063900,103.997375,6.6502222,455.1
065601+083407,104.0042917,8.5686389,679.4
065611-032306,104.0462917,-3.38525,402.3
065620-045415,104.0857917,-4.9043056,170.7
065621-174826,104.0907917,-17.8072778,333.2
065628-140634,104.117375,-14.1095833,2122.9
065629-140840,104.1227917,-14.1445556,1550.5
065632+053857,104.1335417,5.6494167,214.3
065632-103414,104.13525,-10.57075,127.0
065635+084905,104.1497917,8.8182222,103.5
065647-044531,104.1970417,-4.7587778,146.5
065647-121047,104.1975417,-12.1798889,106.8
065654-185224,104.225625,-18.8734722,161.1
065657+023534,104.2405417,2.5928333,177.2
065659+031553,104.246625,3.2648611,146.1
065709-010549,104.2905417,-1.0970278,464.7
065712+022431,104.3015,2.4087778,131.5
065723+065248,104.3495833,6.8801389,114.0
065728+085305,104.36925,8.8848611,229.0
065729-131838,104.3727083,-13.3106667,125.9
065732+021101,104.3858333,2.1836389,241.8
065736-103930,104.4030417,-10.6584167,147.3
065740-173029,104.4169167,-17.5081667,305.0
065741-194001,104.4212083,-19.6670556,156.8
065746-081519,104.442625,-8.2553056,362.9
065747-190252,104.448125,-19.0478056,131.1
065750+023132,104.4600417,2.5256667,331.0
065754+021919,104.478875,2.3219444,281.2
065805+004600,104.5215417,0.7668333,101.6
065807-094044,104.5307917,-9.6789722,154.5
065814+070213,104.5601667,7.0371944,122.8
065818-021840,104.5751667,-2.3113611,150.8
065818-151622,104.578875,-15.2728333,103.7
065821-064930,104.58825,-6.825,139.2
065827-010259,104.6149583,-1.0497778,357.6
065832-023437,104.6341667,-2.5771667,268.4
065841-104633,104.6735,-10.7758889,102.3
065846+082020,104.6956667,8.3391389,373.9
065903-062110,104.7635,-6.3529722,283.6
065906-193727,104.7773333,-19.6243611,155.8
065914-182124,104.810125,-18.3569167,100.9
065917+081331,104.824875,8.2255,908.3
065918-032551,104.826375,-3.4310278,160.7
065923-165723,104.849875,-16.9565278,144.9
065928-110150,104.8699583,-11.0306944,161.7
065929-194018,104.8749583,-19.6716944,123.4
065931+053616,104.88025,5.6046944,248.0
065934+030512,104.8952083,3.0867222,138.9
065940-120358,104.9197083,-12.0663611,170.7
065952-083521,104.9707083,-8.5891944,158.7
065953-014953,104.9708333,-1.8315556,155.6
070001-022412,105.0064167,-2.4034722,214.6
070009-010912,105.041375,-1.1535556,207.0
070034-085142,105.1430833,-8.8618889,102.0
070035+025659,105.147,2.9498333,305.0
070036-024821,105.1532083,-2.8058889,226.5
070046-104323,105.1945833,-10.7232778,455.3
070056-151703,105.2359167,-15.2843889,134.6
070113-103410,105.308125,-10.5694444,157.9
070153+014644,105.4712917,1.7791111,240.3
070154-042444,105.4780833,-4.41225,109.1
070155-143849,105.4806667,-14.647,104.2
070201+052424,105.5069167,5.40675,184.0
070204+085615,105.5169583,8.9375556,115.6
070209+044011,105.5380417,4.6698056,527.6
070213+085759,105.5576667,8.9665556,152.8
070235-101505,105.6489167,-10.2515,295.0
070239+061543,105.6635417,6.2619722,193.6
070240-012302,105.6670417,-1.3841389,114.9
070241-121411,105.6717917,-12.2364444,109.0
070242+014856,105.676875,1.81575,138.1
070242-195123,105.6788333,-19.8564167,526.6
070253-151744,105.7247083,-15.2955556,214.5
070256-022359,105.7355,-2.3998056,184.3
070258-152117,105.74325,-15.3548333,290.9
070304-090314,105.76725,-9.054,177.2
070304+065425,105.7679167,6.9071111,122.1
070307-040854,105.7828333,-4.1485278,119.4
070308-092956,105.7860417,-9.4989722,159.1
070309-035540,105.7899167,-3.9279722,113.7
070314-155512,105.8122917,-15.9200556,193.2
070316-153815,105.8202083,-15.6375,101.4
070319-005102,105.8297083,-0.8506667,1527.5
070332-173346,105.8852917,-17.5628889,117.5
070336+081742,105.9,8.2951667,121.4
070356-052037,105.9847083,-5.3437778,301.4
070358+092808,105.99525,9.4691111,142.2
070402-140434,106.0100833,-14.0762778,120.8
070402-045922,106.0112083,-4.9896667,216.2
070405-064902,106.0222917,-6.8174167,161.3
070406-130722,106.0260417,-13.1228333,152.8
070411+082912,106.0482083,8.4869167,308.5
070419-172943,106.082,-17.4953611,151.9
070422-081451,106.09475,-8.24775,220.4
070429-164317,106.1211667,-16.7215,272.1
070434-115952,106.143375,-11.9979444,182.2
070440+090756,106.1700833,9.1324722,257.4
070502-142110,106.2616667,-14.3528889,102.0
070507-094402,106.2829167,-9.734,156.0
070510-054917,106.2934583,-5.8215556,153.6
070513-191751,106.3064583,-19.29775,495.1
070515-121939,106.313875,-12.3275,564.6
070517-144117,106.3225,-14.6882222,113.5
070517+010930,106.3234167,1.1584444,254.1
070518-133818,106.3252917,-13.6383889,162.2
070522+000425,106.3425,0.0738056,172.9
070524-095019,106.352,-9.83875,130.7
070527-005011,106.365375,-0.8364444,369.0
070529-195204,106.37425,-19.8679167,363.9
070530-053836,106.37625,-5.6435556,101.2
070530-160432,106.3762917,-16.0757778,299.6
070545+033205,106.43825,3.53475,225.1
070547+095813,106.4466667,9.9704722,193.3
070550-054611,106.458375,-5.7697778,155.2
070552+070154,106.4687917,7.0318056,179.9
070559-132452,106.4985,-13.4145,762.8
070603-085209,106.5127917,-8.8693611,166.1
070604-015717,106.5194167,-1.9547222,164.6
070606-051425,106.526625,-5.2404444,300.5
070607-132211,106.5307917,-13.3698333,136.1
070618-074225,106.578875,-7.7071389,196.2
070623-015613,106.5985833,-1.9370833,126.0
070625+070206,106.6045833,7.0350556,210.2
070628+074005,106.6183333,7.6683056,108.6
070640-181000,106.6679167,-18.1666667,107.0
070649-134921,106.70475,-13.8226944,355.1
